run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR15464248	SAMEA119567926	ERX14868144	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464248/E03_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464248/E03_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/048/ERR15464248/ERR15464248.bam
ERR15464254	SAMEA119567926	ERX14868150	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464254/E03_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464254/E03_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/054/ERR15464254/ERR15464254.bam
ERR15464269	SAMEA119567928	ERX14868165	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/069/ERR15464269/ERR15464269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/069/ERR15464269/ERR15464269_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464269/E05_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464269/E05_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/069/ERR15464269/ERR15464269.bam
ERR15464149	SAMEA119567916	ERX14868045	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464149/C05_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464149/C05_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/049/ERR15464149/ERR15464149.bam
ERR15464272	SAMEA119567928	ERX14868168	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/072/ERR15464272/ERR15464272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/072/ERR15464272/ERR15464272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464272/E05_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464272/E05_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/072/ERR15464272/ERR15464272.bam
ERR15464288	SAMEA119567930	ERX14868184	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/088/ERR15464288/ERR15464288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/088/ERR15464288/ERR15464288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464288/F01_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464288/F01_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/088/ERR15464288/ERR15464288.bam
ERR15464189	SAMEA119567920	ERX14868085	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/089/ERR15464189/ERR15464189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/089/ERR15464189/ERR15464189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464189/D03_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464189/D03_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/089/ERR15464189/ERR15464189.bam
ERR15464291	SAMEA119567931	ERX14868187	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/091/ERR15464291/ERR15464291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/091/ERR15464291/ERR15464291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464291/F02_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464291/F02_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/091/ERR15464291/ERR15464291.bam
ERR15464193	SAMEA119567920	ERX14868089	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/093/ERR15464193/ERR15464193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/093/ERR15464193/ERR15464193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464193/D03_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464193/D03_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/093/ERR15464193/ERR15464193.bam
ERR15464316	SAMEA119567932	ERX14868212	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464316/F03_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464316/F03_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/016/ERR15464316/ERR15464316.bam
ERR15464447	SAMEA119567934	ERX14868343	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464447/F05_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464447/F05_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/047/ERR15464447/ERR15464447.bam
ERR15464201	SAMEA119567921	ERX14868097	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464201/D04_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464201/D04_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/001/ERR15464201/ERR15464201.bam
ERR15464449	SAMEA119567934	ERX14868345	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/049/ERR15464449/ERR15464449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/049/ERR15464449/ERR15464449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464449/F05_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464449/F05_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/049/ERR15464449/ERR15464449.bam
ERR15464210	SAMEA119567922	ERX14868106	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/010/ERR15464210/ERR15464210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/010/ERR15464210/ERR15464210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464210/D05_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464210/D05_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/010/ERR15464210/ERR15464210.bam
ERR15464460	SAMEA119567937	ERX14868356	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/060/ERR15464460/ERR15464460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/060/ERR15464460/ERR15464460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464460/G02_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464460/G02_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/060/ERR15464460/ERR15464460.bam
ERR15464215	SAMEA119567923	ERX14868111	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/015/ERR15464215/ERR15464215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/015/ERR15464215/ERR15464215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464215/D06_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464215/D06_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/015/ERR15464215/ERR15464215.bam
ERR15464469	SAMEA119567940	ERX14868365	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464469/G05_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464469/G05_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/069/ERR15464469/ERR15464469.bam
ERR15464218	SAMEA119567923	ERX14868114	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/018/ERR15464218/ERR15464218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/018/ERR15464218/ERR15464218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464218/D06_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464218/D06_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/018/ERR15464218/ERR15464218.bam
ERR15464259	SAMEA119567927	ERX14868155	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/059/ERR15464259/ERR15464259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/059/ERR15464259/ERR15464259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464259/E04_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464259/E04_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/059/ERR15464259/ERR15464259.bam
ERR15464470	SAMEA119567940	ERX14868366	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464470/G05_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464470/G05_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/070/ERR15464470/ERR15464470.bam
ERR15464364	SAMEA119567932	ERX14868260	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/064/ERR15464364/ERR15464364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/064/ERR15464364/ERR15464364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464364/F03_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464364/F03_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/064/ERR15464364/ERR15464364.bam
ERR15464433	SAMEA119567933	ERX14868329	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/033/ERR15464433/ERR15464433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/033/ERR15464433/ERR15464433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464433/F04_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464433/F04_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/033/ERR15464433/ERR15464433.bam
ERR15464475	SAMEA119567942	ERX14868371	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/075/ERR15464475/ERR15464475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/075/ERR15464475/ERR15464475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464475/H02_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464475/H02_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/075/ERR15464475/ERR15464475.bam
ERR15464476	SAMEA119567942	ERX14868372	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/076/ERR15464476/ERR15464476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/076/ERR15464476/ERR15464476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464476/H02_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464476/H02_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/076/ERR15464476/ERR15464476.bam
ERR15464456	SAMEA119567936	ERX14868352	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/056/ERR15464456/ERR15464456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/056/ERR15464456/ERR15464456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464456/G01_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464456/G01_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/056/ERR15464456/ERR15464456.bam
ERR15464480	SAMEA119567943	ERX14868376	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/080/ERR15464480/ERR15464480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/080/ERR15464480/ERR15464480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464480/H03_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464480/H03_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/080/ERR15464480/ERR15464480.bam
ERR15464482	SAMEA119567944	ERX14868378	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464482/H04_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464482/H04_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/082/ERR15464482/ERR15464482.bam
ERR15464499	SAMEA119567945	ERX14868395	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/099/ERR15464499/ERR15464499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/099/ERR15464499/ERR15464499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464499/H05_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464499/H05_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/099/ERR15464499/ERR15464499.bam
ERR15464458	SAMEA119567936	ERX14868354	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464458/G01_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464458/G01_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/058/ERR15464458/ERR15464458.bam
ERR15464463	SAMEA119567938	ERX14868359	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/063/ERR15464463/ERR15464463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/063/ERR15464463/ERR15464463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464463/G03_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464463/G03_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/063/ERR15464463/ERR15464463.bam
ERR15464464	SAMEA119567938	ERX14868360	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/064/ERR15464464/ERR15464464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/064/ERR15464464/ERR15464464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464464/G03_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464464/G03_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/064/ERR15464464/ERR15464464.bam
ERR15464465	SAMEA119567939	ERX14868361	PRJEB89160	9031	Gallus gallus		ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464465/G04_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464465/G04_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/065/ERR15464465/ERR15464465.bam
ERR15464467	SAMEA119567939	ERX14868363	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/067/ERR15464467/ERR15464467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/067/ERR15464467/ERR15464467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464467/G04_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464467/G04_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/067/ERR15464467/ERR15464467.bam
ERR15464474	SAMEA119567941	ERX14868370	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/074/ERR15464474/ERR15464474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/074/ERR15464474/ERR15464474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464474/G06_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464474/G06_L004_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/074/ERR15464474/ERR15464474.bam
ERR15464477	SAMEA119567943	ERX14868373	PRJEB89160	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/077/ERR15464477/ERR15464477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/077/ERR15464477/ERR15464477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464477/H03_L003_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR154/ERR15464477/H03_L003_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR154/077/ERR15464477/ERR15464477.bam
