CHROM,POPULATION,SD,MIN,MAX,MEAN
1,broiler line A,0.7696528919226171,-2.90057,4.2319,1.1984765273557594
1,broiler line B,0.9178943385549749,-2.9177,4.22294,1.3023297664310423
1,brown layer,1.514461928538884,-2.92845,4.50988,1.5885186766061246
1,ixworth,1.0657384537667822,-2.90472,5.29723,1.7297989162679968
1,red junglefowl,0.46760651724544616,-1.35832,3.31701,0.9126318831377976
1,white layer,1.8801413771202833,-2.95906,4.5778,1.4984442234932267
2,broiler line A,0.887639240367965,-2.92615,4.30017,1.2410978746523489
2,broiler line B,1.057305219108881,-2.8965,4.29181,1.2812263251448963
2,brown layer,1.8139319561760967,-2.95461,4.49439,1.2481312026777316
2,ixworth,0.871599239918253,-2.80894,5.28833,1.9255229580633897
2,red junglefowl,0.4679388344706542,-1.54154,2.65699,0.8987168442195973
2,white layer,1.9157622216642218,-2.96355,4.58544,1.1340476480173445
3,broiler line A,0.6881597279878451,-2.01896,4.33119,1.1895792194989108
3,broiler line B,0.8617995394378863,-2.89637,4.18293,1.2704082763613231
3,brown layer,1.742783004168741,-2.92737,4.49702,1.3622866666967985
3,ixworth,0.8151738390482356,-2.06371,4.81253,1.9066993578156748
3,red junglefowl,0.4413277394805676,-1.80836,2.51444,0.8920718824301778
3,white layer,1.884659783616744,-2.941,4.58968,1.5067563263441712
4,broiler line A,0.7843904783353333,-2.15841,3.3927,1.0362034078996036
4,broiler line B,0.8299650789592652,-2.79116,4.28613,1.2991975155261999
4,brown layer,1.5040436771296202,-2.94582,4.51443,1.3022903838809414
4,ixworth,0.831457556747501,-2.67486,5.05453,2.058140523647732
4,red junglefowl,0.4427893875196634,-1.03952,2.89531,0.8234006281638044
4,white layer,1.791833393515593,-2.93402,4.48634,1.1520126775368522
5,broiler line A,0.8806325827164494,-2.88946,4.0678,1.2026264681132075
5,broiler line B,1.0718296396719058,-2.80163,4.19646,1.1931302901706484
5,brown layer,1.3665871397540736,-2.91691,4.49025,1.840107072077922
5,ixworth,1.0936165527606934,-2.90857,4.71643,1.7624283471341875
5,red junglefowl,0.4950003286066543,-1.79926,2.27187,0.7510759147169811
5,white layer,2.1028207457315418,-2.953,4.54757,0.9545286185281385
6,broiler line A,0.5886595137901078,-1.18457,3.30939,1.2553135789520624
6,broiler line B,0.8823475552513957,-2.19908,4.22075,1.39133361640625
6,brown layer,1.4698598398961678,-2.83792,4.49724,1.5089873709966024
6,ixworth,0.9323399226000872,-2.10459,4.99102,1.9450223693191964
6,red junglefowl,0.3941182030476131,-0.921061,3.05972,0.8511586668896322
6,white layer,1.5830523487708161,-2.78433,4.45337,1.3161740491560694
7,broiler line A,0.7137179172789548,-1.83009,3.27543,1.1945379703642385
7,broiler line B,0.8057762921939334,-2.20194,3.7273,1.3663294342668137
7,brown layer,1.668195957601991,-2.92886,4.38154,1.5751291969788184
7,ixworth,0.6820589068712035,-1.1524,4.16054,2.036271142384106
7,red junglefowl,0.48247696632588327,-1.49194,2.42787,0.8441938046306505
7,white layer,1.8114882106464452,-2.92833,4.5028,1.6760615267156862
8,broiler line A,0.9029492755735553,-2.06358,4.05865,1.2196653629110512
8,broiler line B,1.0018997004088543,-1.64982,3.79128,1.1251756670283402
8,brown layer,1.3545989728528722,-2.59662,4.28603,1.5697546628808865
8,ixworth,1.1461021490004586,-2.63982,5.3353,2.085716973351279
8,red junglefowl,0.5494854372256306,-1.61985,2.70298,0.7838943550472335
8,white layer,1.6632020439551745,-2.90359,4.34123,1.325421027191679
9,broiler line A,0.6275631571002249,-2.53118,2.90453,1.0571056125383305
9,broiler line B,0.8140475125059737,-2.81849,3.36378,1.154844773867121
9,brown layer,1.900540364960739,-2.44039,4.42951,1.4976253078238342
9,ixworth,0.6996150752616069,-0.588058,5.10226,2.1012536945860307
9,red junglefowl,0.33738735913353846,-0.56224,1.76801,0.8109793829812606
9,white layer,1.925579946509463,-2.95676,4.45052,0.7619781925265038
10,broiler line A,0.6576513161523146,-1.17651,3.05578,1.0520556190802348
10,broiler line B,0.6876403458841215,-0.995403,3.72712,1.2476161786888453
10,brown layer,1.5672833171690652,-2.91289,4.50151,1.7749995712895927
10,ixworth,0.8055913099777753,-1.35372,5.24559,2.1412911387159532
10,red junglefowl,0.3794237239155012,-1.20241,2.82478,0.964092631640625
10,white layer,2.1397948677385834,-2.91758,4.56253,1.053858350209205
11,broiler line A,0.7225082675853288,-1.82406,3.25331,1.054398623326572
11,broiler line B,0.8246843871993992,-2.23262,3.47454,1.1162915953144017
11,brown layer,1.5198008045768663,-2.38704,4.38873,1.9587396708768268
11,ixworth,0.8244273919136768,-1.9286,3.98202,1.9076538770791076
11,red junglefowl,0.4301212550086052,-0.870025,2.49809,0.8872969176470589
11,white layer,1.9518283545466706,-2.88935,4.4805,0.8861037323660714
12,broiler line A,0.6310475320892099,-1.40715,2.53072,1.129754414468182
12,broiler line B,0.6400246808290849,-2.38556,3.02401,1.1445820786534653
12,brown layer,1.5747458561421406,-2.92333,4.45736,1.4703018253493014
12,ixworth,0.5593470877517341,-0.113248,5.14709,2.058435188605108
12,red junglefowl,0.2976933264408116,-0.711416,2.79615,0.8906616102564102
12,white layer,1.7052844388760384,-2.92418,4.56726,1.4256878560327197
13,broiler line A,0.5895169538987567,-1.3094,2.82037,1.1579456394967462
13,broiler line B,0.7545406528890805,-1.73377,3.38185,1.2767947166306695
13,brown layer,1.4824812834241188,-2.13306,4.45341,1.347121845623472
13,ixworth,0.7303654506949941,-0.971946,4.07424,1.9235363514038877
13,red junglefowl,0.3638119446415846,-0.417956,2.36981,0.8536197809935205
13,white layer,1.7622264582510845,-2.94601,4.48306,1.0591169223507972
14,broiler line A,0.6672057865858432,-2.17925,3.28424,1.0497044758586118
14,broiler line B,0.7090361667813055,-1.32207,3.42757,1.4468957443298969
14,brown layer,1.175085856433758,-1.85001,4.38207,2.0120711149484536
14,ixworth,0.7532121061794458,-1.84152,4.46833,1.7161835378516623
14,red junglefowl,0.4136833932989834,-0.482687,2.76276,0.8564758972564103
14,white layer,1.9160502402792876,-2.93467,4.51079,1.2605796126287263
15,broiler line A,0.5898664190472314,-0.917074,2.83931,1.1723304895092024
15,broiler line B,0.8108391043123631,-1.70054,3.3163,1.2132950334355828
15,brown layer,1.5973871241477862,-2.3384,4.50365,1.64132449221875
15,ixworth,0.9151958313519973,-1.66685,3.62835,1.4186258131595093
15,red junglefowl,0.3623957229772147,-0.488904,1.81389,0.9434235193251533
15,white layer,1.7427359558420823,-2.81282,4.39258,1.5691611468932039
16,broiler line A,0.45692179872538996,-0.662712,1.66483,0.4711204327586207
16,broiler line B,0.48082096846479294,-0.274735,2.08809,0.6499040255172414
16,brown layer,0.48991160915182136,0.175295,3.01458,1.101045017857143
16,ixworth,0.5812600659032121,-0.722898,2.6567,1.0028470883333334
16,red junglefowl,0.40896609397362793,-1.1981,1.39991,0.2957434215254237
16,white layer,1.4955422345041138,-2.88453,4.06928,0.8583539094339623
17,broiler line A,0.40523806376581895,-0.366771,2.22264,1.1742905186770427
17,broiler line B,0.5754876176593614,-0.311039,3.10988,1.2126100179766537
17,brown layer,1.61856857026919,-2.91911,4.22718,1.363499
17,ixworth,0.7025387456256932,-0.681769,4.13015,1.9120401124124513
17,red junglefowl,0.35660007315378134,-0.748921,2.51463,0.7646797123346304
17,white layer,1.9481272148076152,-2.89804,4.5133,1.9719047959016394
18,broiler line A,0.6032671348627614,-0.690156,2.8955,1.0751460263157895
18,broiler line B,1.2008359246814215,-2.92185,4.32056,1.4892044816901409
18,brown layer,1.373725651406638,-2.79334,4.51106,1.8241756882971014
18,ixworth,0.7718516681388937,-1.43191,3.44027,1.7075502794385964
18,red junglefowl,0.3849158115301561,-1.09093,1.99061,0.9744178884210526
18,white layer,1.976593887695881,-2.92433,4.48595,1.3047336674820145
19,broiler line A,0.5122754761132187,-0.937845,2.95113,1.2429563718431373
19,broiler line B,0.597680558713942,-0.696996,2.74378,1.3057672377647058
19,brown layer,1.3755368752389958,-2.01253,4.32367,1.403017451574803
19,ixworth,0.7038656370680978,-1.57476,3.22465,1.93467648515625
19,red junglefowl,0.36347323280040444,-0.683573,1.95658,0.7998309636862745
19,white layer,1.4542107531245154,-2.34596,4.55524,1.5076122853556486
20,broiler line A,0.5540316111559624,-0.118837,3.92087,1.236896533908046
20,broiler line B,0.6085803281080446,-0.818562,3.47048,1.3085272017241378
20,brown layer,1.925308534350018,-2.8824,4.3896,1.440536544127907
20,ixworth,0.9921673267822682,-1.691,4.17706,1.6772861278735631
20,red junglefowl,0.3447896729572746,-0.369714,1.79468,0.9088744698275862
20,white layer,1.786937960751606,-2.82506,4.50929,1.7591947678947368
21,broiler line A,0.5756998076503762,-1.57667,2.45883,1.0126724044327486
21,broiler line B,0.529873325866173,0.263531,3.26883,1.4343623625730995
21,brown layer,1.3134590826030261,-1.85607,3.79284,0.6842902903658536
21,ixworth,0.6558535090038778,-1.7777,3.26359,2.0681189824561406
21,red junglefowl,0.23383770273281873,0.321676,2.11171,1.0693277777777779
21,white layer,1.2833158138262015,-2.76044,4.46552,2.081092432075472
22,broiler line A,0.693412635302895,-1.31151,2.54424,0.73555764744
22,broiler line B,0.6477511408568805,-1.28715,2.15661,0.7873246304
22,brown layer,1.1152964138066035,-1.42008,4.30364,1.6090993451327433
22,ixworth,0.8941758808332779,-1.01976,3.20622,1.32210034064
22,red junglefowl,0.7075295370113311,-1.46202,2.4034,0.37738285472
22,white layer,1.3282095811834451,-2.05606,3.92088,1.3570148144067797
23,broiler line A,0.5667408392521626,-1.17481,3.54635,1.051126668831169
23,broiler line B,0.5300139747354743,-0.429867,3.41113,1.2050890948051949
23,brown layer,1.2518415897531672,-1.41814,4.19405,1.1365313921568627
23,ixworth,0.6501545742797198,-0.281221,4.32661,1.9038221181818182
23,red junglefowl,0.4123754503673466,-0.573112,3.82731,0.8881042071428571
23,white layer,1.2415865436911586,-1.84289,3.94991,1.697492579194631
24,broiler line A,0.5696948673828185,-2.15419,2.37116,1.0873091957055214
24,broiler line B,0.850052432812103,-1.65189,3.2758,1.1701286208588957
24,brown layer,0.9033039898335455,-0.900704,3.79069,1.9079472496932515
24,ixworth,0.7552787555450192,-1.07002,2.88073,0.7881153112269939
24,red junglefowl,0.36662063493270286,-0.764227,2.14046,0.8688750484662576
24,white layer,2.0410245893015007,-2.86599,4.3492,1.0401254479874213
25,broiler line A,0.5579472168417718,-1.02468,1.734,0.7434464167045455
25,broiler line B,0.48602582085606244,-0.851522,2.18386,1.0330667261363637
25,brown layer,1.0937277970497807,-2.41706,3.86143,0.827436646091954
25,ixworth,0.8511389857684803,-1.16099,3.22212,1.5993253863636363
25,red junglefowl,0.4418308341527188,-1.25313,1.71006,0.5808885865909091
25,white layer,1.1885383297281131,-1.39034,3.9689,1.4392899114942528
26,broiler line A,0.5542954407349062,-1.03898,2.64907,1.0503486791366907
26,broiler line B,0.6058477364739819,-1.72518,2.55397,0.9341207776978417
26,brown layer,0.8485139724769187,-1.18156,3.26973,1.642804490647482
26,ixworth,0.9191677119129278,-1.24799,3.91193,1.3784202057553956
26,red junglefowl,0.399370298382553,-1.12529,2.73284,0.764095952086331
26,white layer,1.5490785400023444,-2.90809,4.26649,1.0104890378787879
27,broiler line A,0.7291500502210997,-1.19078,2.40883,0.5827688230051814
27,broiler line B,0.7369523407865399,-1.37258,2.44683,0.8283277375
27,brown layer,1.246985385435534,-2.9025,3.03343,0.5263637408839779
27,ixworth,1.1112857882119507,-1.85619,3.8778,1.1941486015384615
27,red junglefowl,0.6398253618799508,-1.94469,2.95209,0.5828979755958549
27,white layer,1.2831002111194842,-2.40334,4.27896,1.07164393
28,broiler line A,0.7808445994800151,-1.09667,3.69116,1.161417003937008
28,broiler line B,0.8111296685185655,-1.08297,3.43982,1.3504925708661417
28,brown layer,1.6084588241401132,-2.41683,4.19753,1.2766087725806452
28,ixworth,0.5970428718966658,-0.333483,3.33028,2.058996251968504
28,red junglefowl,0.288302362257828,0.0632982,1.87347,0.9442576787401574
28,white layer,1.4057607203816624,-2.23677,4.30172,1.9857291726890756
30,broiler line A,0.615061857738287,-0.718705,2.51508,0.42911609577777776
30,broiler line B,0.6471910863844034,-0.637992,2.99292,0.6180017533333333
30,brown layer,0.8812586024731116,-0.839162,3.71083,1.1110700444444443
30,ixworth,0.7799460115722756,-0.557494,3.08117,0.9495916434782609
30,red junglefowl,0.4908629261778367,-1.04681,1.95232,0.25968477866666667
30,white layer,1.014329369679813,-2.24083,3.25698,0.5047029044444444
31,broiler line A,0.5240447341079735,-1.55039,2.42128,0.5486718088965518
31,broiler line B,0.46969150208427385,-0.979675,2.10029,0.4246829215972222
31,brown layer,0.6270312657965339,-0.627231,2.84954,0.9594777173913044
31,ixworth,0.7643260109864812,-1.075,2.85891,0.9025599899328859
31,red junglefowl,0.4568721951417701,-1.16721,2.11898,0.26254120503355705
31,white layer,0.6894573970647263,-0.986384,3.02495,1.0258379388059702
32,broiler line A,0.4302754351531706,-0.00925653,1.39153,0.6661479721052631
32,broiler line B,0.5320004204239754,-0.368996,1.50689,0.6898087894736842
32,brown layer,0.5081104559000754,-0.226205,1.8665,1.1438382631578947
32,ixworth,0.7925959339484822,-0.381088,2.75976,1.131707
32,red junglefowl,0.38667184932969434,-0.291204,0.934521,0.2560898842105263
32,white layer,1.0752473544921837,-0.64444,2.60838,0.9279520263157894
33,broiler line A,0.7086192700494068,-1.39364,3.23796,0.69698714529100525
33,broiler line B,0.6473041954856616,-1.29905,2.46409,0.8641324507978724
33,brown layer,0.9355455480053979,-2.81793,3.32793,1.1406899721925134
33,ixworth,0.7966169748894413,-1.03115,3.00248,1.1815296404712041
33,red junglefowl,0.47860838352197166,-1.23859,2.60086,0.5083299111111111
33,white layer,1.2725824988532761,-2.87473,3.67035,0.9629586055248619
